"","V85","V86","V87","V88","V89","V227","V211","V214","V248","V191","V242","V240","V141","C_COW_ALPHA","V84","V103","V29","V28","V25","V30","V32","V34","V35","V116","V115","V227.1","V229","V191.1","V248.1","V118","V115.1","V105"
"7539",2,3,1,2,2,1,2,2,3,4,35,1,4,"BRA",3,3,0,1,2,0,0,1,0,2,2,1,2,4,3,3,2,3
"7540",2,2,2,3,2,1,2,1,6,4,51,1,7,"BRA",4,3,0,1,1,0,0,0,0,4,4,1,3,4,6,3,4,4
"7541",2,3,NA,3,NA,1,1,2,3,4,59,1,10,"BRA",2,1,0,0,0,0,0,0,0,3,2,1,4,4,3,3,2,3
"7542",2,2,1,2,2,1,3,2,6,4,25,1,7,"BRA",4,3,0,1,0,0,0,0,0,3,2,1,1,4,6,3,2,4
"7543",1,2,1,2,2,1,2,1,9,4,25,1,5,"BRA",1,2,0,0,2,0,0,0,0,4,4,1,1,4,9,4,4,3
"7544",2,2,2,2,2,1,2,1,9,4,26,1,5,"BRA",2,2,0,0,0,0,0,0,0,3,4,1,1,4,9,2,4,4
"7545",3,3,1,2,1,1,2,2,6,4,44,1,1,"BRA",4,2,0,0,0,0,0,0,0,4,3,1,1,4,6,3,3,4
"7546",1,2,1,2,1,1,2,2,8,3,29,1,1,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,1,3,8,2,2,3
"7547",1,1,1,1,1,1,2,2,2,4,53,1,1,"BRA",1,4,NA,NA,0,0,0,0,0,4,4,1,1,4,2,4,4,4
"7548",NA,3,3,3,3,3,3,2,2,3,46,1,1,"BRA",4,2,0,0,0,0,0,0,0,4,4,3,3,3,2,4,4,4
"7549",1,3,2,3,2,1,3,2,2,4,56,1,5,"BRA",3,1,0,0,2,0,2,2,0,2,2,1,1,4,2,1,2,2
"7550",1,2,1,2,NA,1,2,2,8,4,27,1,1,"BRA",3,2,0,1,0,0,0,0,0,4,3,1,1,4,8,2,3,4
"7551",2,1,1,2,1,3,2,3,2,3,20,1,1,"BRA",4,3,0,0,2,0,2,2,0,4,3,3,7,3,2,2,3,4
"7552",1,2,1,2,2,1,2,3,8,4,40,1,4,"BRA",4,NA,0,0,0,0,0,0,0,4,4,1,2,4,8,4,4,4
"7553",3,3,3,2,3,1,1,1,2,4,30,1,10,"BRA",1,4,0,0,1,0,0,0,0,4,2,1,7,4,2,2,2,4
"7554",3,3,3,3,3,1,2,1,5,4,65,1,10,"BRA",3,3,0,0,0,0,0,0,0,2,1,1,3,4,5,1,1,4
"7555",2,3,2,1,2,1,1,2,2,1,51,1,8,"BRA",3,3,0,0,2,0,0,0,0,3,3,1,7,1,2,2,3,4
"7556",3,3,3,3,3,1,4,2,2,4,74,1,9,"BRA",3,3,0,0,2,0,0,0,0,4,4,1,4,4,2,4,4,3
"7557",1,3,3,2,3,1,1,1,2,4,49,1,10,"BRA",2,2,0,0,0,0,0,0,0,3,NA,1,3,4,2,3,NA,3
"7558",1,3,3,3,3,1,1,2,7,4,24,1,10,"BRA",2,2,0,0,1,0,0,0,0,1,3,1,2,4,7,2,3,3
"7559",1,2,1,1,1,3,2,2,9,4,23,1,8,"BRA",3,2,0,0,2,0,0,0,0,4,4,3,2,4,9,2,4,4
"7560",3,3,3,3,3,1,1,2,7,4,29,1,6,"BRA",3,4,0,0,0,0,0,0,0,2,2,1,3,4,7,4,2,2
"7561",2,3,3,3,3,1,4,3,2,4,66,1,10,"BRA",4,2,0,0,1,0,0,0,0,2,2,1,3,4,2,2,2,3
"7562",1,2,1,2,NA,1,2,1,7,3,50,1,6,"BRA",3,3,0,0,1,0,0,2,0,4,4,1,7,3,7,2,4,3
"7563",3,3,3,3,3,1,1,1,2,4,56,1,5,"BRA",4,4,0,0,1,1,0,0,0,4,4,1,3,4,2,3,4,4
"7564",3,3,3,3,3,1,1,1,6,2,26,1,8,"BRA",2,3,0,0,0,0,0,0,0,4,4,1,1,2,6,3,4,4
"7565",3,3,3,3,3,1,2,1,6,3,43,1,6,"BRA",2,2,0,0,0,0,0,0,0,4,3,1,7,3,6,3,3,4
"7566",3,3,3,1,3,1,2,1,6,4,31,1,5,"BRA",4,2,0,0,2,0,0,0,0,4,3,1,3,4,6,3,3,4
"7567",1,3,1,1,3,1,1,1,6,4,30,1,5,"BRA",1,2,0,2,2,0,0,0,0,2,2,1,1,4,6,2,2,2
"7568",3,3,3,3,3,1,3,1,2,1,40,1,10,"BRA",2,4,0,0,1,0,0,0,0,4,4,1,7,1,2,4,4,2
"7569",3,3,3,3,3,1,2,1,2,4,18,1,3,"BRA",3,3,0,2,2,0,0,0,0,3,2,1,1,4,2,3,2,4
"7570",3,3,3,3,3,1,1,1,3,4,50,1,10,"BRA",2,1,0,2,2,0,0,0,0,3,4,1,1,4,3,3,4,3
"7571",1,3,3,3,3,1,1,1,2,4,40,1,8,"BRA",4,1,0,0,2,0,0,0,0,4,1,1,5,4,2,3,1,4
"7572",1,2,2,2,2,1,1,1,7,1,22,1,1,"BRA",4,4,0,0,1,0,0,0,0,4,4,1,6,1,7,4,4,4
"7573",1,3,3,3,3,3,2,2,9,4,43,1,6,"BRA",2,4,0,2,1,0,0,0,0,4,4,3,1,4,9,4,4,4
"7574",1,3,2,3,3,1,2,2,8,2,38,1,5,"BRA",1,2,0,0,2,0,0,0,0,2,2,1,1,2,8,2,2,4
"7575",3,3,3,3,3,1,3,2,7,4,28,1,7,"BRA",2,4,0,0,2,0,0,0,0,4,4,1,1,4,7,4,4,4
"7576",1,3,3,3,3,1,1,2,3,4,40,1,5,"BRA",2,4,0,1,0,0,0,0,0,4,3,1,7,4,3,4,3,2
"7577",3,3,3,3,3,1,2,2,2,4,28,1,5,"BRA",4,2,0,0,0,0,0,0,0,3,3,1,1,4,2,4,3,2
"7578",2,3,2,3,3,1,2,1,6,3,19,1,6,"BRA",3,4,0,0,0,0,0,0,0,4,4,1,6,3,6,4,4,4
"7579",2,3,2,2,2,1,2,2,8,4,37,1,4,"BRA",4,3,0,0,1,0,0,0,0,4,3,1,3,4,8,3,3,4
"7580",2,3,1,2,NA,1,2,2,9,3,28,1,3,"BRA",2,4,0,1,0,0,0,0,0,3,1,1,1,3,9,2,1,3
"7581",1,2,1,2,NA,2,2,2,7,4,24,1,7,"BRA",4,4,0,0,0,0,0,0,0,4,3,2,1,4,7,3,3,3
"7582",1,3,3,3,3,1,1,2,3,4,54,1,9,"BRA",4,4,0,0,0,0,0,0,0,3,3,1,1,4,3,3,3,4
"7583",1,3,3,3,3,1,2,2,3,4,23,1,6,"BRA",4,3,0,0,0,0,0,0,0,3,3,1,7,4,3,3,3,4
"7584",1,3,3,2,3,1,1,2,2,4,28,1,4,"BRA",4,2,0,0,0,0,0,0,0,4,4,1,1,4,2,4,4,4
"7585",1,NA,2,2,2,1,1,1,3,4,26,1,8,"BRA",2,1,0,0,1,0,0,0,0,3,3,1,1,4,3,2,3,3
"7586",2,3,2,3,2,1,1,2,2,4,23,1,6,"BRA",4,2,0,2,1,0,0,0,0,4,2,1,1,4,2,2,2,2
"7587",1,2,2,1,2,1,2,2,7,3,19,1,4,"BRA",2,4,1,0,2,0,0,0,0,4,2,1,7,3,7,2,2,4
"7588",2,NA,3,2,2,1,1,1,2,4,63,1,2,"BRA",4,1,0,0,1,0,0,0,0,4,2,1,4,4,2,3,2,4
"7589",2,NA,2,3,2,1,1,1,2,4,68,1,NA,"BRA",2,1,0,2,2,0,0,0,0,4,2,1,4,4,2,1,2,4
"7590",2,NA,2,1,2,1,2,1,2,2,47,1,NA,"BRA",2,2,0,0,1,0,0,0,0,3,2,1,1,2,2,2,2,3
"7591",1,NA,1,3,3,1,1,1,2,4,66,1,8,"BRA",4,1,0,2,2,0,0,0,0,3,2,1,2,4,2,1,2,3
"7592",2,NA,3,3,3,1,2,1,2,4,25,1,7,"BRA",2,1,0,0,1,0,0,0,0,2,2,1,1,4,2,2,2,3
"7593",1,3,3,3,3,1,3,2,2,4,69,1,6,"BRA",4,2,0,0,1,0,0,0,0,4,3,1,4,4,2,2,3,4
"7594",1,1,1,1,2,1,2,2,7,3,47,1,5,"BRA",1,2,0,0,2,0,0,2,0,2,1,1,1,3,7,2,1,2
"7595",1,3,3,1,3,1,2,2,7,4,46,1,6,"BRA",2,2,0,0,1,0,0,0,0,4,3,1,4,4,7,2,3,3
"7596",2,3,1,2,2,3,3,2,7,4,20,1,5,"BRA",3,3,0,0,1,0,0,0,0,4,3,3,1,4,7,4,3,3
"7597",1,1,1,2,2,1,2,1,9,4,33,1,2,"BRA",1,4,0,0,2,0,0,0,0,4,4,1,1,4,9,4,4,4
"7598",2,3,2,3,2,1,3,1,7,4,53,1,9,"BRA",2,2,0,0,0,0,0,0,0,2,2,1,1,4,7,2,2,2
"7599",1,3,3,2,2,1,3,1,2,4,58,1,6,"BRA",2,3,0,2,1,0,0,1,0,4,4,1,1,4,2,3,4,4
"7600",1,3,3,1,1,1,4,1,3,4,51,1,7,"BRA",3,2,1,0,2,0,0,0,0,4,2,1,3,4,3,2,2,3
"7601",2,3,2,1,3,1,1,1,7,2,28,1,5,"BRA",3,3,0,0,0,0,0,0,0,4,2,1,1,2,7,3,2,4
"7602",1,3,3,2,3,1,3,2,2,4,37,1,5,"BRA",4,4,0,0,2,0,0,0,0,4,3,1,1,4,2,4,3,4
"7603",2,3,3,3,3,1,2,1,7,4,53,1,1,"BRA",4,2,0,0,1,0,0,0,0,4,3,1,4,4,7,3,3,3
"7604",2,3,2,2,2,3,2,3,6,2,18,1,2,"BRA",3,3,0,0,1,0,0,0,0,4,4,3,1,2,6,3,4,4
"7605",1,2,2,2,2,1,1,2,7,4,23,1,4,"BRA",3,3,0,1,0,0,0,0,0,4,3,1,1,4,7,3,3,3
"7606",2,3,3,1,2,1,2,1,3,2,35,1,3,"BRA",4,2,0,0,1,0,0,0,0,3,2,1,7,2,3,2,2,4
"7607",1,3,2,2,2,1,2,1,2,2,36,1,8,"BRA",4,2,0,2,2,0,0,0,0,4,4,1,1,2,2,2,4,4
"7608",2,2,2,3,2,1,1,1,7,4,19,1,6,"BRA",2,3,0,0,2,0,0,0,0,3,2,1,2,4,7,3,2,4
"7609",1,3,3,2,3,1,1,2,2,4,45,1,8,"BRA",4,2,0,1,2,0,2,2,0,4,4,1,3,4,2,4,4,2
"7610",3,1,1,1,1,1,2,1,2,4,26,1,6,"BRA",2,2,0,0,2,0,0,0,0,2,2,1,2,4,2,2,2,2
"7611",3,3,2,2,3,3,1,3,2,4,19,1,8,"BRA",4,4,0,0,0,0,0,0,0,4,4,3,6,4,2,4,4,3
"7612",2,2,2,2,2,1,1,2,2,4,52,1,8,"BRA",3,2,0,0,1,0,0,0,0,4,3,1,3,4,2,3,3,4
"7613",NA,3,2,2,2,1,2,1,7,4,49,1,5,"BRA",2,2,1,0,1,0,0,0,0,4,2,1,1,4,7,2,2,2
"7614",1,2,2,2,1,1,1,1,7,4,50,1,8,"BRA",1,1,2,2,1,0,0,0,2,2,2,1,1,4,7,2,2,2
"7615",2,3,2,3,2,1,2,1,7,4,47,1,7,"BRA",3,1,0,0,2,0,0,0,2,2,1,1,3,4,7,3,1,2
"7616",3,3,2,3,2,1,2,1,2,4,79,1,10,"BRA",2,1,0,2,2,0,0,0,0,4,2,1,4,4,2,1,2,3
"7617",1,3,2,2,2,1,1,1,2,3,53,1,10,"BRA",2,2,0,0,2,0,0,0,0,3,2,1,3,3,2,2,2,3
"7618",3,3,3,3,3,3,1,1,2,4,82,1,2,"BRA",4,1,0,0,2,0,0,0,0,4,4,3,4,4,2,3,4,2
"7619",3,3,2,3,3,1,2,2,2,3,39,1,10,"BRA",1,2,0,0,2,0,0,0,0,3,2,1,1,3,2,2,2,2
"7620",2,3,3,3,1,2,2,2,8,4,23,1,6,"BRA",3,3,0,0,1,0,0,0,0,3,3,2,1,4,8,3,3,2
"7621",1,3,1,2,1,3,3,1,7,4,19,1,3,"BRA",2,3,0,0,0,0,0,0,0,3,3,3,2,4,7,3,3,3
"7622",2,3,1,1,1,2,1,1,6,3,39,1,4,"BRA",2,4,0,0,1,0,0,0,0,2,3,2,3,3,6,2,3,3
"7623",1,3,3,3,3,2,2,2,2,3,79,1,5,"BRA",2,4,0,0,2,0,0,0,1,4,4,2,4,3,2,4,4,4
"7624",1,2,1,1,1,1,1,1,9,1,27,1,1,"BRA",1,4,2,0,1,0,0,0,0,2,4,1,1,1,9,4,4,2
"7625",1,3,3,3,3,1,2,2,8,4,36,1,6,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,1,4,8,2,2,4
"7626",1,3,2,2,2,1,1,1,3,4,48,1,6,"BRA",3,3,2,0,2,1,2,0,0,2,2,1,1,4,3,2,2,4
"7627",1,3,3,3,3,1,1,2,8,4,19,1,6,"BRA",3,3,0,0,2,0,0,0,0,3,1,1,1,4,8,1,1,4
"7628",1,3,3,3,3,1,2,2,3,4,43,1,5,"BRA",2,1,0,0,2,0,2,0,0,4,1,1,1,4,3,2,1,4
"7629",2,3,3,3,3,2,2,2,3,4,46,1,8,"BRA",4,2,0,1,1,0,0,0,0,4,4,2,1,4,3,4,4,4
"7630",1,3,1,1,1,1,2,2,2,3,62,1,5,"BRA",4,3,0,2,2,0,2,0,2,4,4,1,1,3,2,3,4,3
"7631",1,3,2,2,2,3,2,2,7,4,23,1,4,"BRA",1,2,0,0,0,0,0,0,0,4,4,3,1,4,7,1,4,4
"7632",1,3,3,3,3,3,3,2,2,2,34,1,1,"BRA",4,4,0,0,2,0,0,0,0,4,1,3,1,2,2,1,1,4
"7633",1,3,3,3,2,1,1,2,8,4,48,1,8,"BRA",1,2,1,0,0,0,0,0,0,3,3,1,1,4,8,2,3,3
"7634",1,3,2,2,2,1,2,2,9,3,26,1,4,"BRA",2,4,1,1,2,1,1,1,1,3,3,1,1,3,9,3,3,4
"7635",1,3,3,3,3,3,2,2,3,2,59,1,5,"BRA",4,4,0,0,2,0,0,0,0,4,4,3,7,2,3,1,4,4
"7636",NA,NA,NA,NA,NA,1,2,2,2,4,81,1,NA,"BRA",3,2,0,0,2,0,2,0,0,3,2,1,4,4,2,3,2,3
"7637",2,3,2,3,2,1,2,1,3,4,40,1,6,"BRA",2,1,0,0,2,0,0,0,0,3,3,1,1,4,3,3,3,3
"7638",3,3,3,3,3,1,1,1,2,4,34,1,7,"BRA",4,2,0,0,0,0,0,0,0,2,2,1,3,4,2,2,2,2
"7639",2,2,NA,1,2,1,2,2,2,4,28,1,6,"BRA",4,2,0,0,0,0,0,0,0,3,3,1,1,4,2,2,3,2
"7640",2,3,3,2,2,1,1,1,3,4,44,1,10,"BRA",4,1,0,0,2,0,0,0,0,3,3,1,7,4,3,1,3,3
"7641",2,NA,2,2,3,1,3,2,2,4,38,1,4,"BRA",4,2,0,0,2,0,2,0,0,4,2,1,1,4,2,4,2,3
"7642",1,3,3,3,3,1,2,2,2,4,38,1,5,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,3,4,2,4,4,4
"7643",2,2,1,3,NA,2,1,2,2,2,48,1,10,"BRA",2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,4
"7644",3,3,2,2,2,1,1,2,2,4,19,1,1,"BRA",2,3,0,0,0,0,0,0,0,3,3,1,1,4,2,3,3,4
"7645",1,3,3,1,2,1,3,2,7,2,27,1,1,"BRA",3,2,0,2,2,0,0,0,0,4,3,1,1,2,7,3,3,4
"7646",2,3,1,3,2,3,3,2,7,4,19,1,3,"BRA",4,4,0,0,2,0,0,0,0,4,4,3,8,4,7,2,4,4
"7647",NA,3,NA,3,NA,1,1,2,2,4,46,1,10,"BRA",3,3,0,0,2,0,0,0,0,4,2,1,1,4,2,3,2,4
"7648",2,NA,NA,2,3,1,1,2,2,4,52,1,10,"BRA",4,2,0,2,1,NA,0,0,0,4,2,1,1,4,2,1,2,2
"7649",1,3,2,2,2,1,1,1,2,4,43,1,7,"BRA",4,2,0,0,2,0,0,0,0,4,3,1,1,4,2,4,3,4
"7650",1,2,2,2,1,1,1,2,3,4,58,1,9,"BRA",4,1,0,0,2,0,0,0,0,4,2,1,3,4,3,1,2,3
"7651",1,3,2,2,3,1,1,2,6,4,48,1,5,"BRA",4,1,0,0,0,0,0,0,0,4,2,1,1,4,6,2,2,4
"7652",3,3,3,3,3,1,2,2,2,4,57,1,4,"BRA",4,1,0,1,2,0,0,0,0,4,4,1,8,4,2,3,4,2
"7653",1,2,2,1,3,1,2,1,3,4,48,1,9,"BRA",2,3,0,0,0,0,0,0,0,2,1,1,3,4,3,1,1,4
"7654",3,3,2,1,3,1,4,2,2,4,67,1,10,"BRA",2,3,0,0,1,0,0,0,0,3,2,1,7,4,2,1,2,4
"7655",1,2,3,3,3,3,2,1,2,4,69,1,8,"BRA",2,2,0,0,2,0,0,0,0,4,2,3,4,4,2,3,2,4
"7656",NA,3,3,2,3,3,2,2,3,4,28,1,5,"BRA",3,3,0,0,2,0,0,0,0,4,4,3,1,4,3,2,4,4
"7657",2,2,1,1,2,1,2,2,7,4,42,1,5,"BRA",2,3,0,2,0,0,0,0,0,4,3,1,1,4,7,2,3,3
"7658",2,2,2,2,2,1,3,2,7,4,25,1,1,"BRA",2,2,0,0,0,0,0,0,0,4,4,1,1,4,7,2,4,4
"7659",1,2,2,1,2,1,4,1,2,4,53,1,3,"BRA",4,2,0,2,0,0,0,0,0,4,4,1,1,4,2,2,4,3
"7660",1,3,2,1,2,1,2,2,2,4,43,1,5,"BRA",4,3,0,2,0,0,0,0,0,3,3,1,2,4,2,3,3,3
"7661",1,3,1,1,2,1,3,3,6,4,42,1,7,"BRA",2,4,0,0,0,0,0,0,0,4,4,1,1,4,6,2,4,4
"7662",1,3,2,2,2,2,2,2,7,4,30,1,2,"BRA",3,3,0,0,2,0,0,2,0,3,3,2,7,4,7,3,3,2
"7663",2,2,2,2,2,1,1,2,2,4,68,1,1,"BRA",2,2,0,0,0,0,1,0,0,3,3,1,1,4,2,2,3,4
"7664",2,3,2,2,2,1,3,3,2,4,20,1,1,"BRA",2,3,0,0,0,0,0,0,0,2,2,1,1,4,2,4,2,3
"7665",1,2,2,2,2,1,2,1,7,4,63,1,4,"BRA",4,2,0,0,2,0,0,0,0,4,4,1,4,4,7,2,4,4
"7666",1,3,3,3,3,1,2,2,2,4,32,1,1,"BRA",4,1,0,0,0,0,0,0,0,4,4,1,1,4,2,1,4,3
"7667",1,3,3,1,3,1,1,1,2,4,71,1,7,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,4,4,2,3,4,4
"7668",1,3,3,3,3,1,1,1,2,4,64,1,10,"BRA",4,3,0,0,0,0,0,0,0,4,4,1,4,4,2,3,4,4
"7669",1,2,2,2,2,2,3,2,6,4,43,1,6,"BRA",2,3,0,0,0,0,0,0,0,2,2,2,1,4,6,2,2,4
"7670",2,3,1,1,3,1,1,2,6,3,30,1,5,"BRA",4,3,0,0,0,0,0,0,0,3,2,1,2,3,6,2,2,4
"7671",2,2,2,2,2,1,1,3,7,2,31,1,3,"BRA",4,3,0,0,0,0,0,0,0,3,2,1,1,2,7,2,2,2
"7672",3,3,3,3,3,1,1,2,2,4,72,1,8,"BRA",4,2,0,0,2,0,0,0,0,4,2,1,4,4,2,4,2,4
"7673",1,3,3,3,3,1,2,1,7,4,36,1,5,"BRA",2,2,0,0,2,0,0,0,0,2,2,1,1,4,7,2,2,3
"7674",1,2,2,2,3,1,2,1,2,4,39,1,5,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,1,4,2,1,4,4
"7675",1,3,3,3,3,1,3,2,7,4,26,1,3,"BRA",4,2,0,0,1,0,0,0,0,4,4,1,1,4,7,2,4,4
"7676",3,3,2,3,2,2,2,2,7,4,20,1,1,"BRA",4,4,0,0,2,0,0,0,0,4,2,2,1,4,7,2,2,4
"7677",NA,3,2,2,3,1,3,1,3,4,41,1,3,"BRA",1,2,0,1,2,0,0,0,0,2,1,1,3,4,3,2,1,3
"7678",1,3,2,3,3,1,2,1,7,4,65,1,8,"BRA",4,4,0,0,0,0,0,0,0,4,3,1,4,4,7,2,3,4
"7679",1,3,2,3,3,1,2,2,2,4,71,1,1,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,4,4,2,4,4,3
"7680",1,3,2,3,2,2,1,1,7,4,22,1,8,"BRA",3,2,0,0,2,0,0,0,0,2,2,2,6,4,7,3,2,3
"7681",1,2,3,2,2,3,1,2,3,4,31,1,10,"BRA",4,3,0,0,2,0,0,0,0,4,4,3,1,4,3,4,4,3
"7682",1,3,2,2,2,1,1,3,6,3,21,1,6,"BRA",4,2,0,0,1,0,0,0,0,4,2,1,2,3,6,3,2,4
"7683",2,3,3,2,2,1,1,1,2,4,64,1,9,"BRA",NA,1,0,0,1,0,0,0,0,NA,1,1,1,4,2,1,1,2
"7684",1,1,1,2,2,1,2,1,7,2,55,1,5,"BRA",1,2,0,0,2,2,0,0,2,2,2,1,1,2,7,2,2,2
"7685",1,2,1,1,2,1,3,2,2,2,51,1,5,"BRA",1,4,0,0,2,0,0,0,0,2,2,1,7,2,2,2,2,4
"7686",1,2,2,2,2,1,3,1,7,4,43,1,5,"BRA",3,2,0,0,0,0,0,0,0,4,4,1,7,4,7,2,4,4
"7687",2,3,2,2,2,1,2,2,2,2,27,1,1,"BRA",4,1,0,0,0,0,0,0,0,4,4,1,1,2,2,2,4,2
"7688",1,1,1,1,1,1,2,2,6,4,53,1,1,"BRA",4,4,0,0,2,0,0,0,0,4,4,1,1,4,6,4,4,4
"7689",1,3,2,2,2,1,2,2,7,4,54,1,3,"BRA",4,3,0,0,1,0,0,0,0,4,4,1,1,4,7,2,4,4
"7690",1,2,3,3,3,1,2,1,2,3,68,1,10,"BRA",4,4,0,0,1,0,0,0,0,3,1,1,4,3,2,3,1,3
"7691",2,3,2,2,2,3,3,2,2,1,39,1,1,"BRA",4,3,1,0,2,0,0,0,0,3,3,3,7,1,2,3,3,2
"7692",3,3,3,3,3,1,3,1,2,3,73,1,1,"BRA",3,3,0,0,2,0,0,0,0,4,4,1,4,3,2,2,4,4
"7693",2,3,2,3,3,1,2,1,2,4,69,1,10,"BRA",2,4,0,0,2,0,0,0,0,4,2,1,4,4,2,1,2,4
"7694",2,2,2,2,2,1,2,2,7,3,60,1,5,"BRA",3,2,0,0,2,0,0,0,0,4,3,1,2,3,7,2,3,4
"7695",2,3,2,2,2,1,1,1,2,2,52,1,4,"BRA",4,2,0,0,0,0,0,0,0,4,2,1,3,2,2,2,2,4
"7696",2,3,2,3,3,1,1,1,8,4,29,1,10,"BRA",1,4,0,0,2,0,0,0,0,2,4,1,2,4,8,1,4,4
"7697",1,3,3,3,3,1,2,1,9,4,47,1,10,"BRA",1,2,0,0,0,0,0,0,0,4,4,1,4,4,9,2,4,4
"7698",1,3,3,3,3,1,1,1,7,4,73,1,10,"BRA",4,3,0,1,0,0,0,0,0,4,3,1,4,4,7,2,3,4
"7699",3,3,2,2,2,NA,NA,NA,2,2,23,1,5,"BRA",3,3,1,0,NA,NA,NA,0,0,4,4,NA,1,2,2,4,4,4
"7700",3,3,3,3,3,1,1,1,2,4,32,1,10,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,2,4,2,2,4,4
"7701",1,3,3,3,3,1,4,3,7,4,42,1,10,"BRA",4,4,0,1,2,0,0,0,0,4,4,1,1,4,7,4,4,4
"7702",1,3,3,3,3,1,4,3,6,2,27,1,9,"BRA",4,4,0,0,1,0,0,0,0,4,4,1,3,2,6,3,4,4
"7703",3,NA,3,3,3,1,1,NA,2,2,51,1,10,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,4,2,2,4,4,4
"7704",3,3,3,3,3,1,1,1,7,2,41,1,10,"BRA",4,4,0,0,0,0,0,NA,0,4,4,1,1,2,7,3,4,4
"7705",2,3,3,2,3,1,1,1,6,4,46,1,2,"BRA",4,3,0,0,2,0,0,0,0,4,4,1,1,4,6,3,4,4
"7706",1,3,2,2,3,1,2,1,2,4,48,1,10,"BRA",4,4,0,2,0,0,0,0,0,4,4,1,1,4,2,3,4,4
"7707",1,1,3,3,3,1,1,1,7,4,40,1,10,"BRA",4,4,0,0,0,0,0,0,0,4,4,1,3,4,7,4,4,4
"7708",1,2,2,2,1,1,1,1,7,3,43,1,2,"BRA",2,4,0,1,0,0,0,0,0,3,3,1,1,3,7,2,3,4
"7709",1,1,2,1,2,1,2,1,9,4,52,1,1,"BRA",2,2,0,0,2,0,0,0,0,2,2,1,4,4,9,2,2,2
"7710",1,3,2,3,3,1,1,3,7,4,28,1,5,"BRA",4,1,0,0,0,0,0,0,0,4,4,1,1,4,7,1,4,4
"7711",1,3,2,2,2,1,1,2,7,2,20,1,4,"BRA",2,2,1,0,0,0,0,0,0,2,2,1,2,2,7,2,2,4
"7712",2,3,3,3,2,1,1,3,6,2,41,1,5,"BRA",2,3,0,0,1,0,0,0,0,3,3,1,7,2,6,3,3,3
"7713",1,2,1,2,2,1,2,2,6,4,20,1,6,"BRA",2,3,0,0,1,0,0,0,0,4,2,1,7,4,6,3,2,4
"7714",3,3,3,2,3,1,1,1,1,2,75,1,10,"BRA",4,1,0,1,2,0,0,0,0,3,2,1,4,2,1,1,2,2
"7715",2,3,2,2,2,1,1,1,7,4,34,1,8,"BRA",4,3,0,0,1,0,0,0,0,4,4,1,1,4,7,2,4,4
"7716",2,3,3,3,3,1,2,1,2,4,61,1,2,"BRA",2,2,0,0,2,0,2,2,0,2,1,1,4,4,2,1,1,4
"7717",2,2,2,2,2,3,1,2,2,4,82,1,8,"BRA",4,2,0,0,2,0,0,0,0,4,3,3,4,4,2,2,3,4
"7718",1,2,1,1,2,1,1,1,6,4,49,1,7,"BRA",4,2,0,0,0,0,0,0,0,4,2,1,1,4,6,2,2,2
"7719",1,2,1,2,1,1,4,2,9,4,50,1,5,"BRA",2,3,1,2,0,0,0,0,0,2,2,1,1,4,9,2,2,4
"7720",3,3,3,2,2,1,1,2,2,4,57,1,4,"BRA",3,1,0,0,1,0,0,0,0,3,3,1,7,4,2,2,3,3
"7721",1,3,2,3,2,1,3,2,2,4,44,1,3,"BRA",2,2,0,2,2,0,0,0,0,3,4,1,1,4,2,2,4,3
"7722",3,3,3,3,3,1,3,1,2,3,53,1,1,"BRA",4,1,0,0,1,0,0,0,0,4,4,1,7,3,2,4,4,2
"7723",1,3,NA,2,3,1,2,2,2,3,27,1,10,"BRA",1,4,0,0,1,NA,0,0,0,3,1,1,7,3,2,1,1,2
"7724",1,2,2,1,3,3,1,2,2,2,52,1,1,"BRA",4,1,0,2,2,2,0,0,0,3,1,3,7,2,2,2,1,2
"7725",3,3,3,3,3,1,3,1,2,4,73,1,6,"BRA",3,3,1,1,2,0,0,0,0,3,2,1,4,4,2,2,2,4
"7726",3,3,3,3,3,1,2,1,6,3,69,1,8,"BRA",1,2,0,0,1,0,0,0,0,4,2,1,3,3,6,4,2,4
"7727",1,3,2,1,NA,1,1,2,3,4,43,1,6,"BRA",4,3,0,0,0,0,0,0,0,4,3,1,3,4,3,2,3,4
"7728",2,3,2,2,2,3,3,2,8,4,45,1,5,"BRA",2,3,0,0,2,0,0,0,0,4,3,3,1,4,8,4,3,3
"7729",2,3,3,3,2,1,2,2,7,4,43,1,7,"BRA",2,2,0,0,2,0,0,0,0,NA,3,1,1,4,7,2,3,2
"7730",3,3,2,2,2,1,3,2,8,4,41,1,10,"BRA",4,2,0,0,0,0,0,NA,0,2,2,1,1,4,8,3,2,2
"7731",2,3,2,3,3,1,3,3,3,4,38,1,6,"BRA",4,4,0,0,0,0,0,0,0,4,3,1,1,4,3,4,3,4
"7732",1,3,3,3,3,1,3,2,3,4,39,1,1,"BRA",2,4,0,0,0,0,0,0,0,4,4,1,1,4,3,3,4,4
